played_word,word_score
umbi,9
dirk,6
as,1
ooiy,5
łyp,10
pan,2
myck,6
zdarć,5
as,1
aa,2
nikk,7
botk,5
gyoy,7
zegim,10
kiść,24
filtze,30
uz,2
łóze,6
woź,10
in,3
leady,18
tajde,13
cuprw,9
hajc,7
zrodę,12
owiesowi,57
aa,0
tłoce,8
lasuąc,12
laha,9
nemrd,8
ażi,6
mneon,15
lott,7
kete,8
eś,5
erc,3
any,3
fidz,7
dzbna,7
iw,1
tępol,11
zawijk,24
apori,12
urdó,8
łamm,9
curio,16
iw,0
azoty,5
celobozo,60
wam,4
zsiaa,4
źgam,11
mesy,18
kic,3
wycinał,12
niżsemu,65
hepi,14
śnła,5
wjed,21
mh,3
wygo,5
rate,5
wygon,1
zlep,7
nif,6
mesam,5
zlepo,1
czy,3
wąto,16
komyzem,61
dnieć,12
hao,7
dbm,5
nasro,4
tęsny,11
mulic,16
radzi,8
gafy,12
kia,12
pia,12
czónowy,16
woźneu,15
łożoą,10
jawk,6
iła,4
we,1
roik,5
kwakas,6
kośne,8
as,1
ibo,4
zip,8
dil,5
lóź,23
łatajm,14
pędah,16
ziewanem,58
gyoy,10
mecy,5
ąłym,10
karaga,11
rynio,5
opić,14
dasz,12
pyt,4
iw,1
abcuu,11
hryna,21
jawż,14
titro,6
sensoró,68
wwa,3
cóki,10
wwaasz,2
złe,4
hut,5
ilu,2
lejb,12
kro,3
ibo,4
izofea,18
ghazch,15
rżany,18
jaziu,16
tną,6
mesy,4
do,1
ińko,10
tipa,9
paź,13
zryj,8
scani,5
napyl,6
dmi,3
wirowcm,8
wagy,6
mahona,6
ośći,16
sistom,7
lezy,4
do,2
mnie,5
erki,4
kolę,13
odo,3
kega,5
we,1
ny,0
do,2
cny,2
jog,6
aj,1
parki,10
wypełt,14
kalaba,8
sanową,14
sańi,9
emc,15
we,1
odo,1
żab,13
zsyłać,13
dialó,10
zysa,15
fiziw,16
jehwity,27
mh,2
relanom,9
zurn,15
hiw,8
sośie,9
tupta,13
ny,3
omińe,12
lire,8
lora,3
cło,4
yarg,2
plutm,2
ałuy,5
aa,1
opij,12
gluta,12
łyg,7
wihry,10
scace,5
efeb,9
as,1
tikim,8
zasuwc,12
wzaemny,8
widię,9
dośn,8
żerdk,27
moa,2
równaj,11
ognić,18
plut,10
acpnie,9
rzeźna,26
iw,1
omieć,11
on,2
mh,5
użnj,9
zipce,5
aa,1
as,1
clon,4
oślą,17
barć,10
tangac,11
wył,5
wendt,6
zonę,12
nesc,9
regatom,12
baźe,11
alby,12
edykce,9
kołysaną,61
fus,11
dmi,4
ird,1
persy,10
houe,10
limy,9
rwań,9
lekó,8
kił,3
sanny,6
kiczy,12
ceckm,7
nęcą,9
ny,3
spoć,9
do,1
anotemia,61
dżeze,30
shopy,12
tiarz,10
objaw,9
as,1
kaguaa,20
zwęźm,18
piwosami,58
odrazła,11
wył,6
kuliśie,36
bodh,14
tająe,14
kliszo,7
iw,1
zocy,5
nyso,10
my,2
ku,3
myte,3
kumc,4
aa,1
mh,3
złe,6
aa,1
gąbezkom,65
wydać,15
galo,8
zwieś,13
trash,9
czortoa,8
odgapę,13
glęził,10
selfik,12
darzoej,27
tips,9
pisn,6
obi,4
bór,16
niknijy,9
woź,10
dań,16
wraku,24
nyżm,7
on,2
holi,6
arra,3
zań,8
dal,3
cen,2
top,3
zią,6
ny,2
hifi,14
żandrmce,66
hysi,8
duć,8
pacz,4
on,1
krwiso,8
łbm,12
iła,4
ujeś,16
kędy,9
pf,2
zewó,7
kia,2
eee,2
woau,6
signa,6
tklwa,12
dasz,4
son,1
puż,2
tekim,10
ognam,7
tor,3
iw,1
zoło,5
nudai,8
dwa,4
zeźę,15
aj,3
ćpaj,8
my,2
tą,5
do,2
jonase,12
platyna,10
ścsku,30
nieowocn,64
bór,8
iski,3
we,2
on,1
nieharde,61
lemu,9
zraszmy,12
otelu,12
bicio,7
menisi,10
zaważa,27
gagó,14
kacapk,10
pf,5
tryka,5
upale,9
kupale,2
ird,3
rós,6
tą,2
aj,3
pęz,8
pań,16
żonezką,14
gnom,15
festy,19
oszwb,14
omyłkoe,12
chyta,8
aa,6
żganim,14
bekać,16
widź,36
zejśie,11
kaesoi,12
ny,2
neuryie,18
iłowe,12
dickiie,14
palemk,7
wlana,18
znad,5
kran,4
czy,4
wen,2
tkw,3
do,2
alnk,5
my,2
zóz,7
toja,12
kopali,7
sagam,24
durnieć,28
bio,4
sra,4
as,1
lycze,8
festy,8
ufijso,27
efi,11
pań,9
hepi,5
tą,2
ważc,12
chię,15
melitoze,58
ozłaa,6
odym,15
macą,8
in,1
zroś,8
śnca,4
piju,6
aa,1
tó,5
obi,4
dhara,7
dan,2
we,1
my,2
ryże,8
skaźe,13
lezy,9
osąd,8
ilu,18
zeprza,10
ny,2
on,1
habeda,11
zwapi,5
kuft,9
oławin,14
sańi,9
gzic,12
tond,3
mu,2
in,1
ciućą,18
keje,12
rozlel,18
pagu,7
uowyi,5
otrę,10
dmi,3
cny,2
we,1
weka,5
as,1
pad,4
kub,5
rang,6
yer,4
ling,5
dbń,10
mh,3
nitki,21
ważc,8
odpyte,9
miłe,21
erc,5
zooi,4
moa,3
iw,1
wasaa,6
goźzista,67
zajdyę,16
ahiną,11
foci,12
iłó,18
tryp,3
zaśne,8
couty,10
wywala,8
liwrmi,6
ług,12
silez,10
usarc,8
cez,4
ny,2
ził,4
wen,2
ku,3
eś,10
iw,1
da,2
yor,1
chabi,3
jang,24
dyla,10
plewioo,14
dois,15
żabki,12
we,1
on,1
zarypani,59
poleć,14
wył,11
aktat,7
mh,5
znieśm,5
wen,2
gitarai,18
precesj,8
maleńsw,13
rapóką,20
sieje,6
cha,4
zgóle,11
enci,4
ny,2
as,1
zeźą,7
ras,1
wwa,1
żab,8
imbiry,11
odrzucę,24
wpłat,8
silna,18
pryza,12
moa,4
wwieź,13
iśce,8
spodek,11
shifa,20
jote,6
zada,4
cyjaiany,61
opchanim,60
antisoe,14
rui,7
kozła,14
pia,4
wydać,22
ćmaej,7
łzę,6
iw,1
osio,3
nasral,2
zań,8
złe,4
eś,5
krepidmę,59
wetoi,7
brzane,21
razą,12
mh,3
jawc,5
bio,1
tomc,9
zmiół,11
dżatk,11
locy,8
nasra,15
luna,18
nefi,7
wsypó,10
kogo,12
urypaneo,72
zyg,8
irchy,6
bal,4
on,1
we,2
webea,5
da,1
pf,5
aa,1
czy,3
czyiż,6
por,4
as,1
tą,5
imałe,14
bajal,7
gameto,9
ścsz,8
judowy,24
nico,4
stryt,7
myrr,2
uz,1
padla,9
dziwł,7
sikha,7
wnęcę,11
ujrane,18
dho,4
ató,11
etycna,10
minsrel,24
kpć,8
woź,10
dań,7
nikłb,6
gzoa,6
zeki,5
in,1
znad,4
eś,5
hak,3
weck,4
ny,2
any,1
as,1
da,6
zeń,15
hyze,11
troić,10
iniah,6
stówy,22
liżm,5
yer,3
diss,3
sabr,4
macanin,14
koźli,13
ważoe,8
kopk,10
tą,10
tup,8
nodz,4
wtó,3
asauy,10
pęz,7
majowe,24
belgai,10
iłó,8
in,6
grr,4
uz,4
losu,4
riuzy,4
eś,5
any,3
jaźń,26
tour,6
iw,1
aj,3
udy,2
dziweowa,58
zadęt,19
plos,6
tó,10
łgne,7
holem,16
yamh,6
mediozai,58
wyrkm,8
smućy,9
akci,6
zią,6
pecoin,9
in,1
amf,12
żeła,9
spań,14
ekip,4
wżer,3
ozea,4
ars,2
kra,1
żga,9
aa,1
wódze,9
hity,5
brr,3
inbą,5
ny,3
as,1
moa,3
do,2
kilac,2
weganine,57
zwiezdch,59
popłoc,9
gikwi,7
teru,12
kiść,6
tó,2
in,2
olejeń,14
dorwal,11
trąbę,24
pagu,6
ilac,4
szasey,5
hyzi,12
cło,5
kosmkm,13
kiś,18
wonah,4
ny,2
zysa,3
zważ,14
węze,7
as,1
edt,4
ued,4
tor,2
nam,2
aa,1
zwijk,8
zetek,7
lepsy,6
pchli,11
nyso,12
panwa,6
aj,3
ujema,13
okoćy,10
zań,8
dict,10
riasy,8
girah,6
in,1
iw,1
żąde,8
orna,5
łeza,11
oknóce,20
fygnom,42
micw,5
mowi,3
tosa,5
aa,2
pysi,3
as,2
asom,4
wył,5
cez,3
eee,2
hiw,3
powitą,12
wezwi,12
nudzi,12
zapłoń,14
widź,11
iłó,6
mh,2
ascez,1
slums,8
żuwneo,11
bleny,8
nygo,14
nock,5
efk,8
iw,1
aj,9
tandz,9
wlizać,22
iniah,6
gabr,7
zroś,7
wdup,4
as,1
znosi,5
znosim,2
huan,8
do,1
we,1
cweo,3
eś,10
dozó,6
zią,6
katońki,30
wydać,17
mu,11
dane,8
staz,4
łysinai,24
maję,5
tkw,3
pindy,9
byczo,11
psto,5
paź,13
real,4
soja,5
iw,2
iw,1
żyrafk,19
zgęstl,14
płace,21
erb,4
niedane,3
rune,6
tragedi,61
tragediwi,2
ośle,8
in,1
my,2
myrr,4
żmą,7
łyp,4
as,1
kra,4
ozię,14
haiki,5
beje,13
zołzo,18
nalać,16
ocenn,12
eś,1
tojady,18
oczepie,9
iżbm,10
offah,14
chupai,16
kuźi,14
tą,2
italik,12
caso,6
iłó,8
wasaa,6
duc,6
mery,5
son,2
as,1
zydl,5
lez,2
cez,3
maż,9
pia,2
hao,5
erc,3
kie,3
tó,5
haliza,11
łanie,6
saplwi,8
any,8
wusyt,7
cofas,8
diaki,18
istoce,21
begoij,11
bzyk,7
wlezę,12
marne,6
in,2
on,2
tropił,9
odwsyj,13
rwą,6
biz,8
muzy,10
guz,4
ny,2
wiań,10
gili,7
atymj,11
hizpy,7
eś,5
puż,8
iw,1
nywo,8
on,1
agatiu,8
piejey,9
poźana,15
pląssz,20
tekim,6
eee,2
aa,2
nękó,10
bufonk,14
cło,5
modłm,10
arizn,5
czerw,15
in,1
dońka,12
badyem,9
oćce,21
hacze,7
dil,4
ban,2
nemac,7
pani,15
syt,4
aa,1
łza,2
czai,4
żną,15
aj,3
tó,5
mensę,8
oćce,16
musiał,9
ujeś,9
dedern,7
łosic,16
mozaika,16
pyloy,9
bigil,13
eruww,6
bifo,9
dirc,4
iw,1
koźlank,26
partym,21
insek,8
pewna,7
herno,10
lewi,3
yarg,7
skyr,5
stope,6
as,1
nosp,4
ryde,5
pond,2
we,2
iw,1
wyłaj,9
peniań,14
macą,19
fasę,10
śnć,11
dho,11
in,6
tą,2
kujonc,15
wytaczli,68
mantah,8
szaló,9
brr,4
ził,15
migow,21
zważ,21
zeki,4
lejom,8
dipu,6
wwa,4
zważoo,2
ził,1
gązeki,0
zyzi,3
skai,8
sądk,9
armio,5
jarl,6
ażi,6
gnaj,5
aa,1
iw,1
as,1
nieszyt,11
butó,30
pace,7
zorzoi,10
miętyi,10
echiy,10
da,2
we,1
do,7
tlą,4
źgam,28
zsineń,10
łowić,11
ku,15
mh,3
tor,2
bieśe,10
zataiłe,14
arba,15
owacj,13
mecy,10
on,2
in,1
syt,5
tną,6
lire,5
powoi,5
aa,1
cynek,6
we,1
cha,6
ewe,1
drążno,11
kreta,12
bodlc,9
wągrzy,21
nawieź,13
kazać,9
post,7
solę,8
jego,10
rzadsemu,61
pań,11
mulneu,22
aa,1
pływy,8
imhfy,11
kasjo,21
ciemn,6
zbił,24
in,3
wen,3
ojca,14
do,2
iw,1
ławo,3
my,2
kęs,5
zuj,4
eee,3
łączą,14
eter,4
wżd,6
raroi,5
niemym,5
wbijani,60
any,7
iłó,4
rondl,5
doppi,12
króćż,14
maya,9
zmyś,18
huan,13
gota,12
in,3
in,1
woź,10
klep,8
wirali,12
mesze,5
haczk,8
taga,8
foss,7
ucz,3
gafe,10
suce,12
udk,4
jog,4
iw,1
on,1
biz,4
liż,6
dongem,9
krasowy,7
gibaną,20
suwy,5
dho,5
prr,3
zmyd,3
ekran,15
nośc,13
omiatno,9
zeń,8
wpó,6
łyp,5
zliż,2
in,1
rękaem,10
jęczeć,13
plujm,16
tosty,6
ozea,4
elikir,8
podag,9
any,3
mace,8
gzoa,5
cumi,6
fil,11
zeń,8
kopcai,10
lameró,22
świni,7
sielnj,11
rosłe,6
yor,3
aa,2
iw,1
iw,1
eś,0
zabieg,14
tąiąc,13
jodya,8
kostko,16
wasze,12
tó,2
karaity,13
bal,11
jazz,9
utnę,19
ironij,5
raf,7
rafue,1
tor,2
any,2
ny,3
rodom,1
zią,6
pitt,10
lsij,6
bróde,11
wżd,11
golca,8
mikoz,8
nakiszę,9
macą,5
stewiowa,57
bufet,18
wygo,10
eś,5
hao,6
paź,11
chipe,9
awena,15
dbń,9
odom,10
heły,18
kolę,9
ird,2
pipć,15
ułami,8
praczk,9
każdz,9
zeń,8
chn,4
aj,3
amf,3
ird,4
da,1
bick,5
żmuą,15
moa,9
togę,10
neni,4
eluwów,4
kierzk,11
tuze,4
nabó,14
lamprey,9
woź,10
słoni,4
wyza,4
dekin,5
huj,12
zapłukł,14
pokwicą,11
fasę,12
any,5
wetoi,6
eś,5
yer,3
ilac,6
kilac,2
amf,7
zią,6
iw,1
por,2
iw,0
hiw,3
as,1
czy,4
slipkmi,12
nawiń,11
ghu,9
tareł,16
odessi,6
duj,10
eś,5
on,1
źgam,15
wypisk,8
ageizy,14
tryp,10
imać,9
łóze,30
on,3
we,1
zwilżac,18
watac,18
erb,10
nawęz,8
bean,5
bujne,9
on,1
wen,1
wdoom,7
emc,6
duc,4
śnca,8
zsusże,13
gryźm,15
obmokl,3
efi,5
mu,2
log,5
wabu,13
indy,9
nizała,7
nawiły,10
dań,9
hopi,7
aa,1
rejz,18
kędy,9
załatani,58
kpć,14
mokl,7
erot,4
wpiszie,14
ewikyjną,13
tesaski,74
lizol,6
wróbli,16
ny,1
nabó,10
wisoi,15
wżd,7
eś,5
out,5
alka,5
pia,3
oćm,7
herę,3
rifową,13
esbek,11
toczny,8
plut,14
nasadc,14
ład,8
zwieś,3
aa,1
odwóźie,26
zmyksz,8
nagońy,15
cery,5
mesy,18
we,1
dopinam,12
atene,7
jeja,7
heły,7
rdzę,15
erę,2
znieś,9
esał,12
ebol,6
witaj,5
iw,1
moa,3
da,1
darł,4
zonę,17
woź,28
dnień,11
ósmy,9
pikaj,9
dain,4
ny,3
we,1
gibski,10
bocj,12
smutkw,30
lżejza,16
puh,8
da,1
iw,1
pogasłe,11
wącali,11
flus,8
dank,6
hopi,5
słać,11
drzeć,10
erc,3
jodya,6
odo,1
lycze,7
enci,2
we,1
uz,3
iła,3
aa,1
pertyt,2
hasaj,11
perty,6
odedę,8
kumko,9
pekap,9
tum,12
piszmż,18
fad,6
bioli,7
hewei,8
tą,5
asow,2
żab,6
iwin,6
prosa,15
rznę,7
obgin,16
siace,10
dań,8
my,2
ling,7
tó,5
lora,5
roiła,12
in,1
my,2
byss,5
da,1
erę,6
gonnoć,12
śryze,11
caudo,8
pimen,7
kipa,4
lizane,21
we,3
opryszk,13
tum,13
żeła,12
opajj,16
kiatwi,18
wód,9
iw,1
tó,2
razą,12
mendlm,8
pożg,8
myck,10
hisi,5
efi,12
wozóka,8
zip,4
porad,5
kie,2
da,2
coto,5
mh,5
my,2
omy,1
on,1
iw,1
kazana,8
fil,14
agogki,9
landwea,21
we,1
nicę,21
ars,2
ażi,12
baśk,8
wińs,30
źdzry,13
etyne,6
limon,6
soja,4
bakun,12
łucze,9
buław,8
paląy,10
pecety,8
limono,1
skazana,1
tost,6
da,3
jopa,5
aj,6
ny,1
aa,1
in,1
ketę,5
uz,1
gasiw,5
lewaroi,9
szogi,7
woź,12
zmącić,25
dżudo,12
kalió,24
gańm,10
aksl,5
bambaa,9
osina,4
hazzni,14
weduę,16
da,2
młynoej,11
efi,6
hysi,12
pieczc,9
kiep,5
werwa,12
wył,5
żeni,8
odiu,12
uz,1
dois,3
skiz,4
gath,7
do,2
iw,1
ny,2
in,1
ceny,3
aj,3
paryżaek,63
siepnę,9
tisst,8
zezuwć,12
konała,16
zwabi,6
piw,2
rafl,2
weck,8
gilz,6
tyld,24
baron,6
okró,18
woź,19
inrch,9
omawał,16
eś,5
mh,5
biją,27
młyńsą,12
raf,6
zwałe,7
eling,7
gagó,9
odo,3
as,1
por,2
lire,8
kuc,2
mh,3
wen,1
sznią,18
tatoa,6
we,1
żmijo,14
erc,5
alij,14
wiła,4
boss,15
izoteę,12
ibo,6
pyszniąa,5
mrużn,14
widea,6
adenk,5
kopeć,11
fier,9
dacay,8
opy,15
wańk,12
cium,6
aa,4
top,5
zootop,3
ław,4
iw,1
eś,6
palbe,8
mozg,8
pf,5
we,1
zasadź,16
dotaczno,63
ujdie,16
hity,14
bazuk,10
lezy,18
as,1
orgii,9
ażi,15
naręzni,62
mchy,9
mokl,10
suwa,2
wpadać,22
kastyscy,61
kefainą,27
mijnia,7
kiepai,7
in,1
żyzej,12
mu,3
morti,5
in,1
apace,1
mu,5
we,1
icho,6
beki,6
aj,3
łajm,12
tó,10
och,5
pad,10
zwisa,5
seny,5
zyzi,4
da,2
tyk,6
guz,3
orgii,6
pace,18
woź,10
olawzy,21
zinoy,8
łza,4
pf,5
tą,5
ans,2
brań,11
odeśl,11
kwirta,9
leiw,8
kuoę,6
prasmł,21
żyte,8
śmią,13
hojni,12
agfe,9
we,2
ans,2
in,1
zóz,6
tlaeś,10
cyny,8
brzusc,18
sample,16
nadto,21
hołdu,33
złym,6
turę,9
walić,21
rdzao,10
zwija,7
dikc,5
on,1
apiah,7
cykler,9
bogii,7
erb,12
okap,5
kwino,4
zań,8
nafajań,24
